2007-02-02,[[]]
2007-02-04,"[[[], []], [['while', 'energy', 'stock', 'have', 'be', 'go', 'gangbuster'], ['that', 'sell', 'equipment', 'and', 'service'], [',', 'many', 'of', 'the', 'company', ' ', 'have', 'n’t', 'fare', 'nearly', 'so', 'well', '.'], ['of', 'the', 'company'], ['to', 'the', 'major', 'oil', 'producer']]]"
2007-02-05,"[[['cold', 'weather', 'push', 'crude', 'towards', '$', '60', '.'], ['metal', 'trading', ':', 'red', 'kite', 'buffet'], ['by', 'strong', 'wind']]]"
2007-02-06,"[[['while', 'base', 'metal', 'consolidate'], ['promise', 'by', 'eu'], ['vetco', 'hit', 'by', 'record', 'fine', 'for', 'bribe', '.'], ['bp', 'cut', 'growth', 'forecast', 'as', 'profit', 'slump', '.'], [], []], [['that', 'thrive'], ['on', 'human', 'skin'], ['of', 'titan', 'and', 'more']]]"
2007-02-07,"[[['bhp', 'expand', ' ', '.'], ['share', 'buy', 'back', 'by', '$', '10bn'], ['uk', 'industrial', 'output', 'shrink', 'in', 'december', '.'], ['big', 'ever', 'gas', 'project', 'get', 'cooking', '.'], ['lose', 'in', 'kyoto', 'carbon', 'trade', 'loophole']], [['--', 'bp', 'say', 'tuesday', ' ', '.'], ['that', '-PRON-', 'fourth', '-', 'quarter', 'profit', 'fall', '22', 'percent', 'to', 'a', 'two', '-', 'year', 'low', ','], ['drive', 'down', 'by', 'the', 'decline', 'price', 'of', 'oil', 'and'], ['increase', 'safety', 'spending'], []]]"
2007-02-08,"[[], [[], ['production', 'at', 'mexico', ""'s"", ',', 'jesús', 'reyes', 'heróles', ',', 'leave', ','], ['state', '-', 'own'], ['production', 'at', 'mexico', ""'s"", ',', 'jesús', 'reyes', 'heróles', ',', 'leave', ',', 'the', 'director', 'general', 'of', 'petróleos', 'mexicanos', ',', 'mexico', ""'s"", ' ', 'oil', 'monopoly', ',', 'say', '.'], ['output', 'drop', '13.1', 'percent', 'last', 'year', '.'], ['who', 'take', 'over', 'at', 'pemex', 'in', 'december'], ['mr.', 'reyes', 'heróles', ',', 'a', 'former', 'energy', 'minister', ',', 'say', ' ', '.'], ['other', 'project', 'would', 'help'], ['make', 'up', 'for', 'the', 'shortfall', 'at', 'cantarell', ','], ['which', 'last', 'year', 'account'], ['mexico', 'be', 'a', 'top', 'supplier', 'of', 'import', 'oil', 'to', 'the', 'united', 'states', '.'], ['mr.', 'reyes', 'heróles', 'say', ' ', '.'], ['that', 'the', 'company', 'need', 'additional', 'investment', 'of', '$', '8', 'billion', 'to', '$', '10', 'billion', 'a', 'year'], ['to', 'keep', 'up', 'production', ',', ','], ['develop', 'new', 'reserve'], ['expand', '-PRON-', 'refining', 'capacity', 'and'], ['modernize', '-PRON-', 'storage', 'and', 'transport', 'network'], ['but', 'pemex', 'be', ' ', 'and', ' ', '.'], ['close'], ['can', 'not', 'finance', 'the', 'investment', '-PRON-'], ['last', 'year', ',', 'pemex', 'sale', 'surpass', '$', '100', 'billion', 'but'], ['-PRON-', 'pay', '$', '79', 'billion', 'in', 'tax', ',', ' ', '..'], ['which', 'account'], ['fall', 'oil', 'price', 'hurt', 'energy', 'stock', 'and', 'a', 'fed', 'official', ""'s"", 'comment', 'on', 'interest', 'rate', ' ', '.'], ['also', 'sour', 'the', 'market', ""'s"", 'early', 'good', 'mood'], ['production', 'at', 'mexico', ""'s""], [], ['production', 'at', 'mexico', ""'s"", ',', 'jesús', 'reyes', 'heróles', ',', 'leave', ','], [], [], ['for', 'the', 'shortfall', 'at', 'cantarell', ','], ['at', 'cantarell', ','], ['for', 'about', '55', 'percent'], ['of', 'pemex', ""'s"", 'overall', 'production', 'of', '3.26', 'million', 'barrel', 'a', 'day'], [], [], ['to', 'private', 'investment'], ['for', 'almost', '40', 'percent'], ['of', 'mexico', ""'s"", 'federal', 'budget']], [['production', 'at', 'mexico', ""'s""], ['giant', 'cantarell', 'oil', 'field', 'will', 'fall', 'by', '15', 'percent', 'this', 'year'], [',', 'jesús', 'reyes', 'heróles', ',', 'leave', ','], ['other', 'project', 'would', 'help'], ['make', 'up'], ['for', 'the', 'shortfall'], ['at', 'cantarell', ',', 'which', 'last', 'year', 'account'], ['for', 'about', '55', 'percent'], ['of', 'pemex', ""'s"", 'overall', 'production', 'of', '3.26', 'million', 'barrel', 'a', 'day'], ['that', 'the', 'company', 'need', 'additional', 'investment', 'of', '$', '8', 'billion', 'to', '$', '10', 'billion', 'a', 'year'], ['to', 'keep', 'up', 'production', ',', 'develop', 'new', 'reserve', ',', 'expand', '-PRON-', 'refining', 'capacity', 'and', 'modernize', '-PRON-', 'storage', 'and', 'transport', 'network'], ['to', 'private', 'investment'], ['for', 'almost', '40', 'percent'], ['of', 'mexico', ""'s"", 'federal', 'budget']]]"
2007-02-09,"[[['as', 'market', 'tighten']], []]"
2007-02-10,"[[['if', 'chevron', 'succeed'], [',', 'such', 'an', 'acquisition', 'could', 'help', ' ', '.'], [], [], ['on', 'the', 'downfall', 'of', 'russia', ""'s"", 'large', 'oil', 'company']]]"
2007-02-11,"[[['how', 'energy', '-', 'hungry', 'beijing', 'hew', '-PRON-', 'mideast', 'link'], ['in', 'landmark', 'turkmen', 'poll']]]"
2007-02-12,"[[['surf', 'the', 'new', 'literary', 'wave'], ['in', 'landmark', 'turkmen', 'poll']]]"
2007-02-13,"[[['j&j', 'say', ' ', '.'], [], ['putin', 'take', 'to', 'the', 'world', 'stage', 'in', 'search', 'of', 'business', '.'], []], [['fourth', '-', 'large', 'oil', 'exporter', 'be', 'force'], ['to', 'import', '40', 'percent', 'of', '-PRON-', 'gasoline'], [], ['because', 'of', 'sanction', 'and', 'booming', 'consumption']]]"
2007-02-14,"[[['to', 'buy', 'stake', 'in', 'montreal', 'bourse']]]"
2007-02-16,"[[['top', 'democrats', 'on', 'the', 'senate', 'energy', 'committee', 'order', 'a', 'new', 'inquiry', 'on', 'thursday', 'into', 'the', 'interior', 'department', ""'s"", 'program', ' ', '.'], ['to', 'collect', 'billion', 'of', 'dollar', 'worth', 'of', 'oil', 'and', 'gas', 'from', 'company'], ['that', 'drill'], ['into', 'the', 'interior', 'department', ""'s"", 'program'], ['from', 'company'], ['on', 'public', 'territory']]]"
2007-02-18,"[[['study', 'see', 'harmful', 'hunt', ' ', '.'], [], ['for', 'extra', 'oil'], [], ['on', 'alternative', 'energy']]]"
2007-02-19,"[[['drill', 'for', 'information', 'in', 'energy', 'sector']]]"
2007-02-20,"[[['exxon', 'cancel', 'gas', '-', 'to', '-', 'liquid', 'project', 'in', 'qatar']]]"
2007-02-21,"[[['leave', 'turn', 'ahead', '?'], ['how', 'lula', ""'s"", 'plan', 'could', 'condemn', 'brazil', 'to', 'mediocrity']], [['exxon', 'mobil', 'announce', ' ', '.'], ['-PRON-', 'would', 'abandon', 'a', 'project'], ['to', 'produce', ' ', 'diesel', 'in', 'partnership', 'with', 'qatar', ""'s"", ' ', 'oil', 'and', 'gas', 'company'], ['clean', '-', 'burn'], ['state', '-', 'run'], [], ['in', 'partnership', 'with', 'qatar', ""'s"", ' ', 'oil', 'and', 'gas', 'company'], ['with', 'qatar', ""'s"", ' ', 'oil', 'and', 'gas', 'company']], [['of', 'everyday', 'design']]]"
2007-02-22,"[[['handout', 'hit', 'investment', '.'], ['to', 'solve', 'identity', 'crisis']]]"
2007-02-23,"[[['hit', 'by', 'delay']]]"
2007-02-24,"[[['the', 'energy', 'giant', 'have', 'settle', 'two', 'more', 'lawsuit', ' ', '.'], ['stem', 'from', 'a', '2005', 'explosion', 'at', '-PRON-', 'texas', 'city', 'oil', 'refinery'], ['that', 'kill', '15', 'people'], ['from', 'a', '2005', 'explosion', 'at', '-PRON-', 'texas', 'city', 'oil', 'refinery']]]"
2007-02-27,"[[['coal', 'still', 'power', 'ahead', 'in', 'us', '.'], ['cairn', 'energy', 'return', 'cash', 'to', 'investor', '.']]]"
2007-02-28,"[[['for', 'a', 'manky', 'tent']]]"
2007-03-01,"[[['while', 'gold', 'steady'], ['pgnig', 'buy', 'into', 'norwegian', 'gas', 'field', '.']], [['what', 'gaming', 'need', ':', 'a', 'korean', 'flatulence', 'sim']]]"
2007-03-03,"[[['david', 'j.', 'o’reilly', ',', 'chevron', ""'s"", 'chairman', 'and', 'chief', 'executive', ',', 'speak', 'about', 'the', 'challenge', ',', 'the', 'company', ""'s"", 'recent', 'ad', 'and', 'the', 'lack'], ['oil', 'company', 'face'], ['of', 'an', 'energy', 'policy', 'in', 'the', 'u.s.']]]"
2007-03-04,"[[['uae', 'to', 'develop', '$', '5bn', 'algerian', 'smelter', '.'], ['all', 'new', 'eu', 'coal', 'plant', 'face', 'carbon', 'capture']]]"
2007-03-05,"[[['toronto', 'to', 'launch', 'derivative', 'exchange']], [['technology', 'have', 'unlock', 'more', 'oil', ',', ' ', '.'], ['challenging', 'forecast'], ['that', ' ', 'reserve', 'be', 'dry', 'out'], ['from', 'old', 'field']], [['from', 'old', 'field']]]"
2007-03-06,"[[['german', 'group', 'seek', 'iran', 'gas', 'contract'], ['from', 'old', 'field']]]"
2007-03-08,"[[['to', 'scrap', 'plan', 'for', 'eight', 'new', ' ', 'plant'], ['coal', '-', 'fire'], ['txu', 'corporation', ""'s"", 'decision', ' ', 'could', 'leave', 'texas', 'with', 'a', 'shortfall', 'in', 'energy', '..'], ['exxon', 'say', ' ', '.'], ['-PRON-', 'would', 'spend', 'much', 'of', 'the', 'record', '$', '39.5', 'billion'], ['-PRON-', 'earn', 'last', 'year', 'by', 'increase', 'investment', 'in', 'oil', 'and', 'natural', 'gas', 'project'], ['for', 'eight', 'new', ' ', 'plant'], []], [['coke', '-', 'tot'], ['for', 'eight', 'new', 'coal', '-', 'fire', 'plant'], ['-PRON-', 'would', 'spend', 'much', 'of', 'the', 'record', '$', '39.5', 'billion', '-PRON-', 'earn', 'last', 'year', 'by', 'increase', 'investment', 'in', 'oil', 'and', 'natural', 'gas', 'project']]]"
2007-03-09,"[[['pemex', ',', 'mexico', ""'s"", 'oil', 'monopoly', ',', 'be', 'struggle', ',', 'with', 'fall', 'production', 'and', 'reserve', 'and', 'no', 'money', ' ', '.'], ['to', 'reverse', 'the', 'slide']]]"
2007-03-11,"[[['oil', 'and', 'gas', 'giant', 'dwarf', 'western', 'rival']]]"
2007-03-12,"[[['in', 'full']]]"
2007-03-13,"[[['qatar', 'plan', 'lng', 'first'], ['in', 'full']], [['of', 'everyday', 'design']]]"
2007-03-14,[[]]
2007-03-15,"[[['nickel', 'shin', 'but'], ['opec', 'prompt', 'oil', 'price', 'fall']], [['low', 'oil', 'price', 'and', 'increase', 'export', 'have', 'send', 'the', 'deficit', ' ', '.'], ['to', '-PRON-', 'low', 'level'], ['in', 'more', 'than', 'a', 'year']]]"
2007-03-16,"[[['russia', ',', 'greece', 'and', 'bulgaria', 'sign', 'an', 'agreement', ' ', '.'], ['to', 'build', 'an', 'oil', 'pipeline'], ['bypass', 'the', 'crowded', 'bosporus', 'in', 'turkey']], [['dame', 'edna', ""'s"", 'chat', 'show', 'have', 'run', 'out', 'of', 'gas']]]"
2007-03-19,"[[['reserve', 'of', 'strength', 'give', '-PRON-', 'the', 'advantage']]]"
2007-03-20,"[[['refine', 'operation', 'loss', 'hit', 'petrochina', ""'s"", 'profit']], [['company', 'deficiency', '“', 'at', 'all', 'level', '”', 'be', 'responsible', 'for', 'an', 'explosion', 'and', 'fire'], ['that', 'kill', '15', 'worker', 'at', 'bp', 'oil', 'in', 'texas', 'city'], [',', 'a', 'federal', 'safety', 'panel', 'report', 'today', '..'], ['release', ' ', 'on', 'monday'], ['a', 'budget', ' ', 'would', 'phase', 'out', 'special', 'tax', 'concession', 'for', 'investor', 'in', 'oil', 'sand', 'project', 'by', '2015', '.'], ['the', 'current', 'system', 'date', 'back', 'to', '1972', 'and', ' ', '.'], ['allow'], ['oil', 'company', 'to', 'depreciate', 'capital', 'investment', 'in', 'oil', 'sand', 'operation', 'at', 'a', ' ', 'rate'], ['highly', 'accelerate'], ['intend', 'as', 'a', 'method', 'of'], ['promote', 'oil', 'sand', 'development'], [',', '-PRON-', 'effectively', 'postpone', 'all', 'taxation', 'on', 'income', 'from', 'the', 'project', ' ', '.'], [], ['left', '-', 'lean'], ['the', ' ', 'new', 'democrat', 'party', 'have', 'say', 'that', 'the', 'current', 'rush', ' ', 'make', ' ', '..'], ['to', 'develop', 'the', 'oil', 'sand'], ['that', 'the', 'current', 'rush', ' ', 'make'], ['the', 'oil', 'and', 'gas', 'drilling', 'rig', 'company', 'hercules', 'offshore', 'say', ' ', '.'], ['-PRON-', 'have', 'agree'], ['to', 'buy', 'a', 'large', 'rival', ',', 'todco', ',', 'for', '$', '2.3', 'billion', 'in', 'cash', 'and', 'stock', ','], [], [], ['for', 'an', 'explosion', 'and', 'fire'], ['by', 'the', 'minority', 'conservative', 'government'], [], ['that', 'the', 'current', 'rush', ' ', 'make'], ['special', 'tax', 'concession', 'unnecessary'], [], [], []], [['paper', 'predict', 'lean', 'and', 'green', 'budget', 'from', 'brown']]]"
2007-03-21,"[[['total', 'chief', 'quiz', 'on', 'corruption']], [['the', 'bush', 'administration', 'have', 'be', 'warn', 'energy', 'company', ' ', '..'], ['that', 'penalty', 'be', 'possible'], ['if', '-PRON-', 'pursue', 'oil', 'and', 'gas', 'deal', 'with', 'iran'], ['the', 'russian', 'state', 'oil', 'company', 'rosneft', 'have', 'line', 'up', '$', '22', 'billion', '  ', '..'], [], ['at', 'ford', 'and', 'general', 'motors', 'plant', ',', 'president', 'bush', 'tell', 'worker', ' ', '.'], ['-PRON-', 'would', 'help', 'national', 'security', 'by'], ['reduce', 'the', 'nation', ""'s"", 'dependence'], ['in', 'financing'], ['from', 'a', 'consortium'], ['of', 'western', 'bank'], [], ['from', '-PRON-', 'bankrupt', 'rival'], [], ['by'], ['on', 'foreign', 'oil']], [['at', 'last', '-', 'but', 'at', 'a', 'cost']]]"
2007-03-22,"[[['at', 'last', '-', 'but', 'at', 'a', 'cost']]]"
2007-03-25,"[[['bolivia', ""'s"", 'gas', 'woe', 'grow', 'with', 'sacking']]]"
2007-03-26,"[[['a', 'potential', 'partner', 'for', 'chrysler', 'offer', 'lesson', 'in', 'flexibility', '.'], ['usa', ""'s"", 'ethanol', 'future', 'depend'], ['on', 'foreign', 'fertiliser', 'supply']]]"
2007-03-27,"[[['txu', 'bidder', 'aim'], ['to', 'woo', 'opponent']]]"
2007-03-28,"[[['van', 'der', 'veer', 'extend', 'shell', 'tenure'], ['in', 'joint', 'venture', 'with', 'greek', 'group']], [['the', 'russian', 'state', 'oil', 'company', 'rosneft', 'win', 'an', 'auction', 'for', 'asset', 'of', 'yukos', ',', ' ', '.'], ['tighten', 'the', 'kremlin', ""'s"", 'control', 'of', 'energy', 'industry', 'in', 'the', 'country']]]"
2007-03-29,"[[['iran', 'captive', 'continue'], ['to', 'weigh', 'on', 'oil', 'price']]]"
2007-03-30,"[[['california', 'pension', 'fund', 'sue', 'amaranth', '.']], [['of', 'the', '20th', 'century']]]"
